-0.439342,1.679144
-0.411829,-0.947212
2.128724,4.058850
0.052400,1.002498
1.403320,3.466815
0.008946,0.863832
-2.083198,-2.804207
-0.192911,-0.997812
-1.518065,-0.561289
-1.655313,-2.692628
-1.630674,-1.545171
-1.014665,-2.127039
0.380980,0.676744
-0.992808,-2.914133
-0.462974,-0.457575
-2.614651,-3.222545
1.025318,2.683128
1.400395,3.956224
2.246459,5.299307
0.144219,-2.279624
1.246359,0.307290
0.132514,0.024812
0.756145,0.179542
-2.094408,-2.847477
1.169013,-1.146007
0.432875,1.083473
0.777466,2.596295
-0.607928,0.531084
0.666318,3.131000
0.453387,2.153574
-0.006366,-0.981775
-0.357165,-0.934147
0.831920,4.072626
-1.847257,-6.077976
-0.839089,-2.249654
-0.259412,-3.106250
0.428260,-0.014423
-2.445767,-5.087281
-1.983339,-3.068289
-1.613248,0.328583
0.021642,-0.033090
-2.986509,-1.018927
-0.821725,-2.084960
1.598499,3.325355
-1.353056,-3.340771
1.019390,1.325471
-0.340151,-0.783185
-0.663817,-0.862450
2.058173,1.593631
-0.232155,-0.344179
1.868057,2.448091
-1.193540,-2.992793
0.025967,-0.748111
-2.188857,-3.495878
0.528572,0.885795
-0.064226,-0.711303
-0.712922,1.466141
1.517674,1.435417
-0.079536,-0.667296
0.602537,1.675309
0.924836,0.238219
-0.454035,-4.448437
0.955967,1.727167
-0.952795,-0.849977
-0.890433,-2.175157
-1.096928,-0.635347
-2.081258,-4.440747
-1.587885,-5.385784
0.118288,-1.811136
0.058149,-1.992203
-0.916086,-3.581141
3.261326,5.861656
1.406978,2.679058
1.162229,2.885713
2.525173,6.658672
1.319276,4.151415
-1.724595,-4.087961
-3.216685,-5.960591
-0.588445,-0.654585
1.203275,0.044707
1.755189,1.779207
1.524498,2.359787
1.639758,1.979814
2.539185,4.256635
-1.559270,-2.382924
-1.218860,0.396035
-0.158448,-3.388634
1.898230,3.583098
2.685616,1.661394
-0.547767,-1.057378
-0.201605,-0.999782
2.265924,6.282494
2.188026,2.782213
0.554027,2.652678
3.138759,4.419714
-0.812378,-4.777513
1.221444,0.525749
1.201769,1.032797
-0.003938,2.528538
-0.502251,0.614235
1.266325,2.869268
3.871794,7.618048
1.174502,2.492144
0.583242,-0.784874
0.603865,2.175283
-3.270519,-6.470685
0.485729,-2.106511
1.946219,4.099650
0.591731,2.356864
1.783703,3.376044
-0.408735,-1.617456
-2.344093,-5.577168
0.431668,1.300030
0.903053,-2.097879
1.742240,1.938313
0.657542,-1.517368
0.722093,-0.112760
0.442451,-0.715362
0.391258,1.109131
0.383795,1.481393
-0.935387,-2.146853
-1.883354,-1.128918
0.221021,2.441009
0.097990,0.464749
0.331175,0.389403
1.712986,2.332640
0.667946,-2.303466
1.259116,-0.422896
1.036346,-1.331326
-0.043886,-0.278112
-1.887909,-3.143328
0.928048,-1.370245
1.108592,2.800880
1.069286,0.243353
-2.654529,-4.223047
1.026653,1.869989
2.489657,5.930880
0.026470,0.361965
-0.699671,0.061198
-1.046339,-0.098666
-0.139673,0.445516
-0.135096,-1.566629
-0.547499,0.939348
-0.742836,-2.031121
1.871767,0.973646
0.640643,-1.581320
-0.830323,2.567546
0.304626,0.273994
0.595812,0.741738
-0.000472,-0.028347
-0.663337,-1.619552
-1.641227,-5.252574
0.186077,2.511448
-0.606840,-2.839426
-0.578684,-0.923567
2.844495,4.107161
1.338211,3.724139
-2.407206,-2.700708
2.194123,4.039413
-0.864336,-2.482856
-1.226469,-2.765393
-0.139851,-0.058750
-0.719146,-0.922647
-2.200847,-1.516476
-0.100102,0.013087
-0.336368,-0.685237
1.244715,2.291492
1.378172,1.813895
-0.088024,-3.386578
1.228476,1.459769
0.739036,0.894038
0.419759,-0.581184
-1.650165,-0.470158
-0.292633,0.570492
1.169194,3.926638
1.747653,3.257827
1.706421,3.736347
2.350969,4.053976
0.137454,1.310684
-1.021519,-1.292453
1.542466,4.248526
-0.528495,-0.578880
-1.975085,-4.521369
1.973278,2.401210
0.250720,-2.402682
0.152168,-1.563989
-1.094303,-1.487591
1.735814,3.336582
0.472280,-1.461016
0.298474,-0.712875
0.574122,-0.213065
-1.683553,-1.927654
0.308060,1.735123
-2.266878,-1.884229
-1.990518,-3.200780
-3.282400,-5.245673
-0.193836,-1.208132
-0.049726,-0.341591
-1.730845,-0.152510
-0.031934,1.362600
-1.501333,-1.130004
-0.556866,-0.266900
-1.959276,-4.664244
1.630310,0.073875
-0.657712,-4.150088
-0.181095,0.100175
0.492826,2.137560
-0.681159,-0.261431
-3.881994,-5.094865
1.240874,0.323343
2.525983,3.229371
-0.973403,-4.981419
1.603649,2.270701
0.501780,-2.432134
-0.734393,-2.349983
-0.281523,-5.166884
-2.372390,-1.971319
0.252033,0.906806
0.350099,0.598021
-1.893747,-4.561276
-0.123135,0.526485
-2.378691,-4.012297
1.791605,1.692161
-0.828506,-0.364521
0.647455,0.250739
-1.474957,-2.118069
-1.064439,-2.886595
1.034650,0.472071
-0.874848,1.032978
-0.780534,-0.808371
0.919739,-1.740378
2.494129,3.543129
-0.328547,1.801445
0.124000,-2.017997
1.368067,3.008801
-0.178498,-2.947759
0.291392,-1.053426
0.669935,-0.943457
